YEAR,Region,Month,Precipitation
1876,Central,SEP,4.38
1876,Central,OCT,2.2
1876,Central,NOV,5.44
1876,Central,DEC,3.56
1876,Connecticut River,JAN,2.17
1876,Connecticut River,FEB,5.25
1876,Connecticut River,MAR,6.65
1876,Connecticut River,APR,2.815
1876,Connecticut River,MAY,3.3
1876,Connecticut River,JUN,3
1876,Connecticut River,JUL,4.86
1876,Connecticut River,AUG,0.755
1876,Connecticut River,SEP,3.37
1876,Connecticut River,OCT,0.825
1876,Connecticut River,NOV,2.62
1876,Connecticut River,DEC,1.78
1876,Northeast,JAN,1.84857
1876,Northeast,FEB,4.31
1876,Northeast,MAR,7.51
1876,Northeast,APR,3.73857
1876,Northeast,MAY,3.31286
1876,Northeast,JUN,1.6
1876,Northeast,JUL,7.38857
1876,Northeast,AUG,0.88
1876,Northeast,SEP,4.44286
1876,Northeast,OCT,1.98143
1876,Northeast,NOV,7.39857
1876,Northeast,DEC,3.12286
1876,Southeast,JAN,5.06
1876,Southeast,FEB,4.68
1876,Southeast,MAR,3.39
1876,Southeast,APR,3.88
1876,Southeast,MAY,1.91
1876,Southeast,JUN,1.82
1876,Southeast,JUL,5.57
1876,Southeast,AUG,2.44
1876,Southeast,SEP,4.59
1876,Southeast,OCT,0.44
1876,Southeast,NOV,7
1876,Southeast,DEC,2.87
1877,Central,JAN,3.48
1877,Central,FEB,1.26
1877,Central,MAR,9.88
1877,Central,APR,2.98
1877,Central,MAY,3.58
1877,Central,JUN,3.28
1877,Central,JUL,1.4
1877,Central,AUG,8.64
1877,Central,SEP,0.36
1877,Central,OCT,8.68
1877,Central,NOV,7.08
1877,Central,DEC,1.12
1877,Connecticut River,JAN,2.52
1877,Connecticut River,FEB,0.36
1877,Connecticut River,MAR,6.4
1877,Connecticut River,APR,2.445
1877,Connecticut River,MAY,1.425
1877,Connecticut River,JUN,3.83
1877,Connecticut River,JUL,6.755
1877,Connecticut River,AUG,2.505
1877,Connecticut River,SEP,0.725
1877,Connecticut River,OCT,7.365
1877,Connecticut River,NOV,4.805
1877,Connecticut River,DEC,1.15
1877,Northeast,JAN,2.99714
1877,Northeast,FEB,0.74143
1877,Northeast,MAR,7.58714
1877,Northeast,APR,3.86
1877,Northeast,MAY,2.96286
1877,Northeast,JUN,2.36
1877,Northeast,JUL,2.74429
1877,Northeast,AUG,4.80286
1877,Northeast,SEP,0.39571
1877,Northeast,OCT,7.79571
1877,Northeast,NOV,7.57143
1877,Northeast,DEC,1.08143
1877,Southeast,JAN,4.86
1877,Southeast,FEB,2.68
1877,Southeast,MAR,3.06
1877,Southeast,APR,1.56
1877,Southeast,MAY,2.5
1877,Southeast,JUN,2.61
1877,Southeast,JUL,2.8
1877,Southeast,AUG,5.79
1877,Southeast,SEP,0.82
1877,Southeast,OCT,8.38
1877,Southeast,NOV,6.88
1877,Southeast,DEC,3.84
1878,Central,JAN,6.53
1878,Central,FEB,4.34
1878,Central,MAR,4.6
1878,Central,APR,5.58
1878,Central,MAY,0.96
1878,Central,JUN,3.85
1878,Central,JUL,3.34
1878,Central,AUG,4.96
1878,Central,SEP,1.18
1878,Central,OCT,5.6
1878,Central,NOV,6.62
1878,Central,DEC,6.1
1878,Connecticut River,JAN,3.455
1878,Connecticut River,FEB,3.13
1878,Connecticut River,MAR,3.105
1878,Connecticut River,APR,5.61
1878,Connecticut River,MAY,1.98
1878,Connecticut River,JUN,5.97
1878,Connecticut River,JUL,2.435
1878,Connecticut River,AUG,4.72
1878,Connecticut River,SEP,2.54
1878,Connecticut River,OCT,2.44
1878,Connecticut River,NOV,5.17
1878,Connecticut River,DEC,5.44
1878,Northeast,JAN,6.22571
1878,Northeast,FEB,5.34857
1878,Northeast,MAR,4.74429
1878,Northeast,APR,6.19429
1878,Northeast,MAY,0.77857
1878,Northeast,JUN,2.82571
1878,Northeast,JUL,3.54143
1878,Northeast,AUG,8.31143
1878,Northeast,SEP,2.01857
1878,Northeast,OCT,5.39571
1878,Northeast,NOV,6.61
1878,Northeast,DEC,5.26429
1878,Southeast,JAN,5.16
1878,Southeast,FEB,4.04
1878,Southeast,MAR,3.28
1878,Southeast,APR,5.32
1878,Southeast,MAY,1.63
1878,Southeast,JUN,2.54
1878,Southeast,JUL,2.07
1878,Southeast,AUG,1.38
1878,Southeast,SEP,1.05
1878,Southeast,OCT,4.42
1878,Southeast,NOV,7.91
1878,Southeast,DEC,5.69
1879,Central,JAN,2.15
1879,Central,FEB,4.06
1879,Central,MAR,4.28
1879,Central,APR,5.96
1879,Central,MAY,1.6
1879,Central,JUN,4.68
1879,Central,JUL,3.3
1879,Central,AUG,6.4
1879,Central,SEP,1.72
1879,Central,OCT,0.48
1879,Central,NOV,2.6
1879,Central,DEC,3.58
1879,Connecticut River,JAN,1.85
1879,Connecticut River,FEB,3.57
1879,Connecticut River,MAR,4.7
1879,Connecticut River,APR,3.69
1879,Connecticut River,MAY,3.22
1879,Connecticut River,JUN,5.515
1879,Connecticut River,JUL,4.6
1879,Connecticut River,AUG,6.125
1879,Connecticut River,SEP,2.87
1879,Connecticut River,OCT,1.535
1879,Connecticut River,NOV,2.42
1879,Connecticut River,DEC,4.64
1879,Northeast,JAN,2.19286
1879,Northeast,FEB,3.11714
1879,Northeast,MAR,4.00714
1879,Northeast,APR,4.88286
1879,Northeast,MAY,1.62
1879,Northeast,JUN,5.09857
1879,Northeast,JUL,3.34571
1879,Northeast,AUG,6.23857
1879,Northeast,SEP,1.80143
1879,Northeast,OCT,1.00143
1879,Northeast,NOV,3.11571
1879,Northeast,DEC,3.87429
1879,Southeast,JAN,4.07
1879,Southeast,FEB,2.37
1879,Southeast,MAR,4.29
1879,Southeast,APR,6.16
1879,Southeast,MAY,2.7
1879,Southeast,JUN,0.44
1879,Southeast,JUL,5.71
1879,Southeast,AUG,4.68
1879,Southeast,SEP,3.21
1879,Southeast,OCT,0.8
1879,Southeast,NOV,2.92
1879,Southeast,DEC,3.63
1880,Central,JAN,3.23
1880,Central,FEB,3.37
1880,Central,MAR,3.26
1880,Central,APR,3.27
1880,Central,MAY,1.645
1880,Central,JUN,2.31
1880,Central,JUL,6.13
1880,Central,AUG,4.105
1880,Central,SEP,1.765
1880,Central,OCT,3.145
1880,Central,NOV,1.89
1880,Central,DEC,2.045
1880,Connecticut River,JAN,4.215
1880,Connecticut River,FEB,2.935
1880,Connecticut River,MAR,2.67
1880,Connecticut River,APR,2.785
1880,Connecticut River,MAY,1.975
1880,Connecticut River,JUN,1.61
1880,Connecticut River,JUL,6.39
1880,Connecticut River,AUG,3.135
1880,Connecticut River,SEP,2.245
1880,Connecticut River,OCT,2.635
1880,Connecticut River,NOV,2.14
1880,Connecticut River,DEC,1.995
1880,Northeast,JAN,3.4625
1880,Northeast,FEB,3.82125
1880,Northeast,MAR,3.02125
1880,Northeast,APR,2.3975
1880,Northeast,MAY,2.12375
1880,Northeast,JUN,1.585
1880,Northeast,JUL,7.105
1880,Northeast,AUG,3.35
1880,Northeast,SEP,1.72
1880,Northeast,OCT,2.65
1880,Northeast,NOV,2.085
1880,Northeast,DEC,2.66875
1880,Southeast,JAN,2.37
1880,Southeast,FEB,3.33
1880,Southeast,MAR,4.44
1880,Southeast,APR,3.89
1880,Southeast,MAY,1.19
1880,Southeast,JUN,1.77
1880,Southeast,JUL,7.33
1880,Southeast,AUG,11.74
1880,Southeast,SEP,2.16
1880,Southeast,OCT,4.17
1880,Southeast,NOV,3.19
1880,Southeast,DEC,3.91
1881,Central,JAN,4.77
1881,Central,FEB,4.775
1881,Central,MAR,5.88
1881,Central,APR,1.705
1881,Central,MAY,3.2
1881,Central,JUN,4.22
1881,Central,JUL,2.925
1881,Central,AUG,1.415
1881,Central,SEP,1.565
1881,Central,OCT,2.995
1881,Central,NOV,4.025
1881,Central,DEC,3.98
1881,Connecticut River,JAN,4.015
1881,Connecticut River,FEB,2.87
1881,Connecticut River,MAR,4.425
1881,Connecticut River,APR,1.665
1881,Connecticut River,MAY,4.46
1881,Connecticut River,JUN,3.92
1881,Connecticut River,JUL,2.645
1881,Connecticut River,AUG,3.105
1881,Connecticut River,SEP,1.77
1881,Connecticut River,OCT,3.675
1881,Connecticut River,NOV,4.22
1881,Connecticut River,DEC,5.685
1881,Northeast,JAN,5.6475
1881,Northeast,FEB,4.37125
1881,Northeast,MAR,6.535
1881,Northeast,APR,1.92875
1881,Northeast,MAY,3.72
1881,Northeast,JUN,5.86625
1881,Northeast,JUL,3.16375
1881,Northeast,AUG,1.1975
1881,Northeast,SEP,2.55375
1881,Northeast,OCT,2.37
1881,Northeast,NOV,3.88
1881,Northeast,DEC,3.69125
1881,Southeast,JAN,6.81
1881,Southeast,FEB,5.64
1881,Southeast,MAR,5.57
1881,Southeast,APR,1.8
1881,Southeast,MAY,3.49
1881,Southeast,JUN,8.75
1881,Southeast,JUL,2.2
1881,Southeast,AUG,0.91
1881,Southeast,SEP,2.58
1881,Southeast,OCT,3.3
1881,Southeast,NOV,6.11
1881,Southeast,DEC,3.3
1882,Central,JAN,5.175
1882,Central,FEB,4.51
1882,Central,MAR,3.015
1882,Central,APR,2.225
1882,Central,MAY,4.58
1882,Central,JUN,1.605
1882,Central,JUL,1.295
1882,Central,AUG,1.54
1882,Central,SEP,8.445
1882,Central,OCT,2.16
1882,Central,NOV,1.385
1882,Central,DEC,2.59
1882,Connecticut River,JAN,4.94
1882,Connecticut River,FEB,3.655
1882,Connecticut River,MAR,3.87
1882,Connecticut River,APR,1.445
1882,Connecticut River,MAY,5.86
1882,Connecticut River,JUN,3.48
1882,Connecticut River,JUL,1.545
1882,Connecticut River,AUG,0.825
1882,Connecticut River,SEP,10.865
1882,Connecticut River,OCT,1.895
1882,Connecticut River,NOV,1.39
1882,Connecticut River,DEC,1.875
1882,Northeast,JAN,4.46875
1882,Northeast,FEB,4.60875
1882,Northeast,MAR,2.89
1882,Northeast,APR,2.1
1882,Northeast,MAY,5.12875
1882,Northeast,JUN,2.11625
1882,Northeast,JUL,2.7075
1882,Northeast,AUG,1.04625
1882,Northeast,SEP,8.73
1882,Northeast,OCT,2.09125
1882,Northeast,NOV,1.235
1882,Northeast,DEC,2.2625
1882,Southeast,JAN,4.85
1882,Southeast,FEB,5.84
1882,Southeast,MAR,3.55
1882,Southeast,APR,3.9
1882,Southeast,MAY,4.72
1882,Southeast,JUN,2.27
1882,Southeast,JUL,1.74
1882,Southeast,AUG,0.43
1882,Southeast,SEP,8.02
1882,Southeast,OCT,3.7
1882,Southeast,NOV,1.84
1882,Southeast,DEC,3.06
1883,Central,JAN,3.2
1883,Central,FEB,4.595
1883,Central,MAR,2.105
1883,Central,APR,1.52
1883,Central,MAY,4.815
1883,Central,JUN,2.67
1883,Central,JUL,1.975
1883,Central,AUG,1.28
1883,Central,SEP,1.955
1883,Central,OCT,5.565
1883,Central,NOV,1.82
1883,Central,DEC,3.065
1883,Connecticut River,JAN,2.835
1883,Connecticut River,FEB,3.955
1883,Connecticut River,MAR,1.655
1883,Connecticut River,APR,2.105
1883,Connecticut River,MAY,5.225
1883,Connecticut River,JUN,4.19
1883,Connecticut River,JUL,3.655
1883,Connecticut River,AUG,1.62
1883,Connecticut River,SEP,2.965
1883,Connecticut River,OCT,4.795
1883,Connecticut River,NOV,1.5
1883,Connecticut River,DEC,2.625
1883,Northeast,JAN,2.91875
1883,Northeast,FEB,3.265
1883,Northeast,MAR,2.12375
1883,Northeast,APR,2.5
1883,Northeast,MAY,4.24875
1883,Northeast,JUN,2.3425
1883,Northeast,JUL,3.39125
1883,Northeast,AUG,0.97625
1883,Northeast,SEP,1.39
1883,Northeast,OCT,5.56875
1883,Northeast,NOV,2.0725
1883,Northeast,DEC,2.85
1883,Southeast,JAN,4.67
1883,Southeast,FEB,4.42
1883,Southeast,MAR,2.24
1883,Southeast,APR,2.5
1883,Southeast,MAY,3.43
1883,Southeast,JUN,1.94
1883,Southeast,JUL,3.29
1883,Southeast,AUG,0.88
1883,Southeast,SEP,2.05
1883,Southeast,OCT,5.27
1883,Southeast,NOV,2.91
1883,Southeast,DEC,3
1884,Central,JAN,5.94
1884,Central,FEB,6.64
1884,Central,MAR,5.04
1884,Central,APR,4.8
1884,Central,MAY,3.665
1884,Central,JUN,4.37
1884,Central,JUL,3.5
1884,Central,AUG,4.035
1884,Central,SEP,0.98
1884,Central,OCT,2.65
1884,Central,NOV,2.76
1884,Central,DEC,5.8
1884,Connecticut River,JAN,3.59
1884,Connecticut River,FEB,4.555
1884,Connecticut River,MAR,5.215
1884,Connecticut River,APR,2.095
1884,Connecticut River,MAY,2.28
1884,Connecticut River,JUN,2.15
1884,Connecticut River,JUL,4.76
1884,Connecticut River,AUG,5.69
1884,Connecticut River,SEP,1.27
1884,Connecticut River,OCT,2.48
1884,Connecticut River,NOV,3.04
1884,Connecticut River,DEC,5.245
1884,Northeast,JAN,4.91
1884,Northeast,FEB,6.305
1884,Northeast,MAR,4.9175
1884,Northeast,APR,4.25125
1884,Northeast,MAY,3.4675
1884,Northeast,JUN,3.3225
1884,Northeast,JUL,3.715
1884,Northeast,AUG,4.53625
1884,Northeast,SEP,0.92625
1884,Northeast,OCT,2.6625
1884,Northeast,NOV,2.5375
1884,Northeast,DEC,4.9775
1884,Southeast,JAN,6.18
1884,Southeast,FEB,5.43
1884,Southeast,MAR,5.33
1884,Southeast,APR,4.36
1884,Southeast,MAY,3.08
1884,Southeast,JUN,4.34
1884,Southeast,JUL,4.28
1884,Southeast,AUG,5.4
1884,Southeast,SEP,0.62
1884,Southeast,OCT,3.3
1884,Southeast,NOV,3.89
1884,Southeast,DEC,6.01
1885,Central,JAN,4.82
1885,Central,FEB,4.59
1885,Central,MAR,1.17
1885,Central,APR,2.68
1885,Central,MAY,3.77
1885,Central,JUN,1.79
1885,Central,JUL,1.26
1885,Central,AUG,6.505
1885,Central,SEP,1.805
1885,Central,OCT,4.33
1885,Central,NOV,4.29
1885,Central,DEC,3.285
1885,Connecticut River,JAN,3.98333
1885,Connecticut River,FEB,3.40667
1885,Connecticut River,MAR,1.19667
1885,Connecticut River,APR,3.02667
1885,Connecticut River,MAY,2.54333
1885,Connecticut River,JUN,2.48667
1885,Connecticut River,JUL,2.20667
1885,Connecticut River,AUG,8.45667
1885,Connecticut River,SEP,0.9
1885,Connecticut River,OCT,3.59333
1885,Connecticut River,NOV,5.26333
1885,Connecticut River,DEC,3.76667
1885,Northeast,JAN,4.7825
1885,Northeast,FEB,3.15667
1885,Northeast,MAR,1.07333
1885,Northeast,APR,3.58444
1885,Northeast,MAY,3.92444
1885,Northeast,JUN,3.48889
1885,Northeast,JUL,2.27222
1885,Northeast,AUG,6.56778
1885,Northeast,SEP,1.60111
1885,Northeast,OCT,5.62889
1885,Northeast,NOV,5.69
1885,Northeast,DEC,2.25556
1885,Southeast,JAN,5.96
1885,Southeast,FEB,2.71
1885,Southeast,MAR,1.34
1885,Southeast,APR,2.95
1885,Southeast,MAY,3.84
1885,Southeast,JUN,3.19
1885,Southeast,JUL,2.34
1885,Southeast,AUG,3.58
1885,Southeast,SEP,1.11
1885,Southeast,OCT,3.89
1885,Southeast,NOV,3.52
1885,Southeast,DEC,2.29
1886,Central,JAN,5.64
1886,Central,FEB,6.795
1886,Central,MAR,3.46
1886,Central,APR,2.715
1886,Central,MAY,3.34
1886,Central,JUN,1.695
1886,Central,JUL,4.685
1886,Central,AUG,4.79
1886,Central,SEP,3.315
1886,Central,OCT,2.785
1886,Central,NOV,4.795
1886,Central,DEC,5.19
1886,Connecticut River,JAN,4.84667
1886,Connecticut River,FEB,4.8
1886,Connecticut River,MAR,3.52667
1886,Connecticut River,APR,1.88667
1886,Connecticut River,MAY,3.55
1886,Connecticut River,JUN,2.04333
1886,Connecticut River,JUL,4.18333
1886,Connecticut River,AUG,3.46333
1886,Connecticut River,SEP,4.25
1886,Connecticut River,OCT,3.18333
1886,Connecticut River,NOV,5.15333
1886,Connecticut River,DEC,3.81667
1886,Northeast,JAN,6.12333
1886,Northeast,FEB,7.44111
1886,Northeast,MAR,3.45222
1886,Northeast,APR,1.91444
1886,Northeast,MAY,3.24111
1886,Northeast,JUN,1.56667
1886,Northeast,JUL,3.09
1886,Northeast,AUG,3.57111
1886,Northeast,SEP,3.31875
1886,Northeast,OCT,3.62
1886,Northeast,NOV,4.67889
1886,Northeast,DEC,4.62889
1886,Southeast,JAN,7.79
1886,Southeast,FEB,9.66
1886,Southeast,MAR,4.25
1886,Southeast,APR,2.36
1886,Southeast,MAY,4.27
1886,Southeast,JUN,1.385
1886,Southeast,JUL,1.97667
1886,Southeast,AUG,3.63
1886,Southeast,SEP,2.64
1886,Southeast,OCT,3.80667
1886,Southeast,NOV,4.62667
1886,Southeast,DEC,6.43333
1887,Central,JAN,5.91
1887,Central,FEB,5.46
1887,Central,MAR,5.37
1887,Central,APR,4.36
1887,Central,MAY,1.715
1887,Central,JUN,2.73
1887,Central,JUL,6.73
1887,Central,AUG,5.6
1887,Central,SEP,1.285
1887,Central,OCT,2.87
1887,Central,NOV,2.685
1887,Central,DEC,4.805
1887,Connecticut River,JAN,5.29667
1887,Connecticut River,FEB,4.75667
1887,Connecticut River,MAR,4.51
1887,Connecticut River,APR,2.96333
1887,Connecticut River,MAY,0.92333
1887,Connecticut River,JUN,4.86
1887,Connecticut River,JUL,6.95667
1887,Connecticut River,AUG,7.67667
1887,Connecticut River,SEP,1.38333
1887,Connecticut River,OCT,2.16
1887,Connecticut River,NOV,3.32667
1887,Connecticut River,DEC,4.11333
1887,Northeast,JAN,5.40333
1887,Northeast,FEB,4.87556
1887,Northeast,MAR,4.96556
1887,Northeast,APR,4.03222
1887,Northeast,MAY,1.69667
1887,Northeast,JUN,2.42333
1887,Northeast,JUL,4.60556
1887,Northeast,AUG,5.74444
1887,Northeast,SEP,1.52889
1887,Northeast,OCT,2.69556
1887,Northeast,NOV,2.93556
1887,Northeast,DEC,3.83222
1887,Southeast,JAN,6.18333
1887,Southeast,FEB,4.24333
1887,Southeast,MAR,5.13333
1887,Southeast,APR,5.35667
1887,Southeast,MAY,2.54
1887,Southeast,JUN,3.39
1887,Southeast,JUL,3.69333
1887,Southeast,AUG,5.10333
1887,Southeast,SEP,1.46333
1887,Southeast,OCT,2.96667
1887,Southeast,NOV,2.61333
1887,Southeast,DEC,4.06
1888,Central,JAN,3.945
1888,Central,FEB,4.125
1888,Central,MAR,7.9
1888,Central,APR,2.935
1888,Central,MAY,4.7
1888,Central,JUN,2.29
1888,Central,JUL,1.665
1888,Central,AUG,5.25
1888,Central,SEP,8.295
1888,Central,OCT,5.57
1888,Central,NOV,6.31
1888,Central,DEC,5.35
1888,Connecticut River,JAN,3.64667
1888,Connecticut River,FEB,4.36
1888,Connecticut River,MAR,6.87333
1888,Connecticut River,APR,2.78333
1888,Connecticut River,MAY,4.24667
1888,Connecticut River,JUN,4.43
1888,Connecticut River,JUL,3.51667
1888,Connecticut River,AUG,4.15
1888,Connecticut River,SEP,9.16
1888,Connecticut River,OCT,5.26333
1888,Connecticut River,NOV,4.74667
1888,Connecticut River,DEC,4.86333
1888,Northeast,JAN,3.83889
1888,Northeast,FEB,3.30667
1888,Northeast,MAR,5.15111
1888,Northeast,APR,2.85556
1888,Northeast,MAY,4.71556
1888,Northeast,JUN,2.16
1888,Northeast,JUL,2.28889
1888,Northeast,AUG,5.56
1888,Northeast,SEP,7.69778
1888,Northeast,OCT,4.84778
1888,Northeast,NOV,6.42222
1888,Northeast,DEC,5.24111
1888,Southeast,JAN,3.83
1888,Southeast,FEB,3.61667
1888,Southeast,MAR,5.63667
1888,Southeast,APR,2.13667
1888,Southeast,MAY,4.86667
1888,Southeast,JUN,1.35333
1888,Southeast,JUL,3.59
1888,Southeast,AUG,5.27667
1888,Southeast,SEP,8.41667
1888,Southeast,OCT,3.94667
1888,Southeast,NOV,8.99
1888,Southeast,DEC,3.97667
1889,Central,JAN,5.925
1889,Central,FEB,1.835
1889,Central,MAR,1.99
1889,Central,APR,3.65
1889,Central,MAY,2.975
1889,Central,JUN,3.455
1889,Central,JUL,10.52
1889,Central,AUG,4.195
1889,Central,SEP,3.925
1889,Central,OCT,4.98
1889,Central,NOV,5.62
1889,Central,DEC,2.625
1889,Connecticut River,JAN,3.73333
1889,Connecticut River,FEB,2.51667
1889,Connecticut River,MAR,2.52333
1889,Connecticut River,APR,2.67333
1889,Connecticut River,MAY,3.41
1889,Connecticut River,JUN,4.18
1889,Connecticut River,JUL,8.75333
1889,Connecticut River,AUG,2.62
1889,Connecticut River,SEP,3.31
1889,Connecticut River,OCT,5.29
1889,Connecticut River,NOV,5.8
1889,Connecticut River,DEC,3.55667
1889,Northeast,JAN,5.39889
1889,Northeast,FEB,1.90333
1889,Northeast,MAR,2.39556
1889,Northeast,APR,3.57111
1889,Northeast,MAY,4.34778
1889,Northeast,JUN,3.45222
1889,Northeast,JUL,6.90875
1889,Northeast,AUG,4.19444
1889,Northeast,SEP,4.035
1889,Northeast,OCT,4.32889
1889,Northeast,NOV,6.29889
1889,Northeast,DEC,2.99556
1889,Southeast,JAN,5.84667
1889,Southeast,FEB,2.46
1889,Southeast,MAR,2.39333
1889,Southeast,APR,5.15667
1889,Southeast,MAY,4.30667
1889,Southeast,JUN,2.43
1889,Southeast,JUL,6.99333
1889,Southeast,AUG,6.42333
1889,Southeast,SEP,3.17
1889,Southeast,OCT,4.10333
1889,Southeast,NOV,6.43333
1889,Southeast,DEC,2.11
1890,Central,JAN,2.455
1890,Central,FEB,3.245
1890,Central,MAR,7.73
1890,Central,APR,2.88
1890,Central,MAY,5.25
1890,Central,JUN,2.705
1890,Central,JUL,2.56
1890,Central,AUG,4.855
1890,Central,SEP,4.765
1890,Central,OCT,8.87
1890,Central,NOV,1.04
1890,Central,DEC,5.325
1890,Connecticut River,JAN,3.04
1890,Connecticut River,FEB,4.04667
1890,Connecticut River,MAR,6.06
1890,Connecticut River,APR,2.20667
1890,Connecticut River,MAY,5.60333
1890,Connecticut River,JUN,2.21
1890,Connecticut River,JUL,5.48
1890,Connecticut River,AUG,5.13333
1890,Connecticut River,SEP,5.47333
1890,Connecticut River,OCT,6.38667
1890,Connecticut River,NOV,1.24
1890,Connecticut River,DEC,3.26667
1890,Northeast,JAN,2.51889
1890,Northeast,FEB,3.39556
1890,Northeast,MAR,6.52222
1890,Northeast,APR,2.46333
1890,Northeast,MAY,5.70333
1890,Northeast,JUN,2.92
1890,Northeast,JUL,2.32667
1890,Northeast,AUG,3.79111
1890,Northeast,SEP,5.13
1890,Northeast,OCT,7.81375
1890,Northeast,NOV,1.34333
1890,Northeast,DEC,4.75333
1890,Southeast,JAN,2.68
1890,Southeast,FEB,3.4
1890,Southeast,MAR,9.07667
1890,Southeast,APR,3.43
1890,Southeast,MAY,5.33333
1890,Southeast,JUN,3.51
1890,Southeast,JUL,1.36333
1890,Southeast,AUG,3.41667
1890,Southeast,SEP,6.31
1890,Southeast,OCT,10.1233
1890,Southeast,NOV,0.93
1890,Southeast,DEC,3.99
1891,Central,JAN,8.405
1891,Central,FEB,5.4
1891,Central,MAR,5.7
1891,Central,APR,3.19
1891,Central,MAY,1.76
1891,Central,JUN,3.045
1891,Central,JUL,3.88
1891,Central,AUG,4.04
1891,Central,SEP,2.32
1891,Central,OCT,3.49
1891,Central,NOV,3.01
1891,Central,DEC,3.8
1891,Connecticut River,JAN,7.31667
1891,Connecticut River,FEB,4.77
1891,Connecticut River,MAR,2.99667
1891,Connecticut River,APR,2.86667
1891,Connecticut River,MAY,1.85333
1891,Connecticut River,JUN,3.80667
1891,Connecticut River,JUL,5.33333
1891,Connecticut River,AUG,3.59
1891,Connecticut River,SEP,2.61
1891,Connecticut River,OCT,3.61667
1891,Connecticut River,NOV,2.78333
1891,Connecticut River,DEC,4.81667
1891,Northeast,JAN,6.095
1891,Northeast,FEB,4.712
1891,Northeast,MAR,4.997
1891,Northeast,APR,2.777
1891,Northeast,MAY,1.976
1891,Northeast,JUN,3.861
1891,Northeast,JUL,3.251
1891,Northeast,AUG,3.479
1891,Northeast,SEP,2.257
1891,Northeast,OCT,4.368
1891,Northeast,NOV,2.473
1891,Northeast,DEC,3.378
1891,Southeast,JAN,8.25667
